anzsco_code,occupation_name,automation_score,augmentation_score,automation_level,augmentation_level,explanation,data_source
6214,Pharmacy Sales Assistants,0.49,0.63,Low,Medium,"JSA rates this role with 63% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
6215,Retail Supervisors,0.42,0.68,Low,Medium,"JSA rates this role with 68% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
6216,Service Station Attendants,0.26,0.48,Low,Low,JSA rates this role with 48% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
6217,Street Vendors and Related Salespersons,0.42,0.61,Low,Medium,"JSA rates this role with 61% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
6219,Other Sales Assistants and Salespersons,0.45,0.65,Low,Medium,"JSA rates this role with 65% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
6311,Checkout Operators and Office Cashiers,0.5,0.64,Medium,Medium,"JSA rates this role with 64% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
6391,Models and Sales Demonstrators,0.36,0.62,Low,Medium,"JSA rates this role with 62% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
6392,Retail and Wool Buyers,0.4,0.67,Low,Medium,"JSA rates this role with 67% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
6393,Telemarketers,0.81,0.76,High,High,JSA rates this role with 76% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
6394,Ticket Salespersons,0.49,0.52,Low,Medium,"JSA rates this role with 52% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
6395,Visual Merchandisers,0.33,0.71,Low,High,JSA rates this role with 71% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",0.23,0.56,Very Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7112,Industrial Spraypainters,0.18,0.44,Very Low,Low,JSA rates this role with 44% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
7113,Paper and Wood Processing Machine Operators,0.22,0.5,Very Low,Medium,"JSA rates this role with 50% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7114,Photographic Developers and Printers,0.39,0.64,Low,Medium,"JSA rates this role with 64% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7115,Plastics and Rubber Production Machine Operators,0.26,0.58,Low,Medium,"JSA rates this role with 57% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7116,Sewing Machinists,0.18,0.51,Very Low,Medium,"JSA rates this role with 51% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7117,Textile and Footwear Production Machine Operators,0.24,0.56,Very Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7119,Other Machine Operators,0.25,0.6,Low,Medium,"JSA rates this role with 60% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7121,"Crane, Hoist and Lift Operators",0.16,0.49,Very Low,Low,JSA rates this role with 49% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
7122,"Drillers, Miners and Shot Firers",0.24,0.5,Very Low,Medium,"JSA rates this role with 50% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7123,Engineering Production Workers,0.31,0.63,Low,Medium,"JSA rates this role with 63% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7129,Other Stationary Plant Operators,0.33,0.59,Low,Medium,"JSA rates this role with 59% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7211,"Agricultural, Forestry and Horticultural Plant Operators",0.25,0.54,Low,Medium,"JSA rates this role with 54% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7212,Earthmoving Plant Operators,0.23,0.51,Very Low,Medium,"JSA rates this role with 51% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7213,Forklift Drivers,0.18,0.53,Very Low,Medium,"JSA rates this role with 53% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7219,Other Mobile Plant Operators,0.2,0.53,Very Low,Medium,"JSA rates this role with 53% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7311,Automobile Drivers,0.4,0.56,Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7312,Bus and Coach Drivers,0.39,0.51,Low,Medium,"JSA rates this role with 51% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7313,Train and Tram Drivers,0.38,0.53,Low,Medium,"JSA rates this role with 53% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7321,Delivery Drivers,0.47,0.59,Low,Medium,"JSA rates this role with 59% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7331,Truck Drivers,0.21,0.56,Very Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
7411,Storepersons,0.34,0.6,Low,Medium,"JSA rates this role with 60% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8111,Car Detailers,0.11,0.4,Very Low,Low,JSA rates this role with 40% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8112,Commercial Cleaners,0.11,0.39,Very Low,Low,JSA rates this role with 39% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8113,Domestic Cleaners,0.1,0.42,Very Low,Low,JSA rates this role with 42% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8114,Housekeepers,0.17,0.49,Very Low,Low,JSA rates this role with 49% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8115,Laundry Workers,0.19,0.43,Very Low,Low,JSA rates this role with 43% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8116,Other Cleaners,0.15,0.44,Very Low,Low,JSA rates this role with 44% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8211,Building and Plumbing Labourers,0.14,0.35,Very Low,Low,JSA rates this role with 35% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8212,Concreters,0.1,0.39,Very Low,Low,JSA rates this role with 39% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8213,Fencers,0.13,0.41,Very Low,Low,JSA rates this role with 41% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8214,Insulation and Home Improvement Installers,0.17,0.47,Very Low,Low,JSA rates this role with 47% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8215,Paving and Surfacing Labourers,0.12,0.32,Very Low,Low,JSA rates this role with 32% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8216,Railway Track Workers,0.12,0.44,Very Low,Low,JSA rates this role with 44% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8217,Structural Steel Construction Workers,0.11,0.41,Very Low,Low,JSA rates this role with 41% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8219,Other Construction and Mining Labourers,0.18,0.4,Very Low,Low,JSA rates this role with 40% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8311,Food and Drink Factory Workers,0.21,0.54,Very Low,Medium,"JSA rates this role with 54% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8312,"Meat Boners and Slicers, and Slaughterers",0.1,0.31,Very Low,Low,JSA rates this role with 31% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8313,"Meat, Poultry and Seafood Process Workers",0.13,0.35,Very Low,Low,JSA rates this role with 35% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8321,Packers,0.29,0.53,Low,Medium,"JSA rates this role with 53% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8322,Product Assemblers,0.15,0.45,Very Low,Low,JSA rates this role with 45% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8391,Metal Engineering Process Workers,0.15,0.48,Very Low,Low,JSA rates this role with 48% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8392,Plastics and Rubber Factory Workers,0.18,0.45,Very Low,Low,JSA rates this role with 45% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8393,Product Quality Controllers,0.43,0.69,Low,Medium,"JSA rates this role with 69% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8394,Timber and Wood Process Workers,0.18,0.42,Very Low,Low,JSA rates this role with 42% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8399,Other Factory Process Workers,0.27,0.47,Low,Low,JSA rates this role with 47% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8411,Aquaculture Workers,0.3,0.56,Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8412,Crop Farm Workers,0.18,0.53,Very Low,Medium,"JSA rates this role with 53% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8413,Forestry and Logging Workers,0.17,0.49,Very Low,Low,JSA rates this role with 49% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8414,Garden and Nursery Labourers,0.18,0.41,Very Low,Low,JSA rates this role with 41% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8415,Livestock Farm Workers,0.2,0.47,Very Low,Low,JSA rates this role with 47% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8416,Mixed Crop and Livestock Farm Workers,0.24,0.59,Very Low,Medium,"JSA rates this role with 59% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8419,"Other Farm, Forestry and Garden Workers",0.25,0.45,Low,Low,JSA rates this role with 45% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8511,Fast Food Cooks,0.27,0.56,Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8512,Food Trades Assistants,0.22,0.4,Very Low,Low,JSA rates this role with 40% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8513,Kitchenhands,0.22,0.53,Very Low,Medium,"JSA rates this role with 53% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8911,Freight and Furniture Handlers,0.33,0.5,Low,Medium,"JSA rates this role with 50% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8912,Shelf Fillers,0.22,0.47,Very Low,Low,JSA rates this role with 47% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8991,Caretakers,0.43,0.6,Low,Medium,"JSA rates this role with 60% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8992,Deck and Fishing Hands,0.16,0.37,Very Low,Low,JSA rates this role with 37% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8993,Handypersons,0.1,0.43,Very Low,Low,JSA rates this role with 43% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8994,Motor Vehicle Parts and Accessories Fitters,0.14,0.51,Very Low,Medium,"JSA rates this role with 51% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8995,Printing Assistants and Table Workers,0.29,0.5,Low,Medium,"JSA rates this role with 50% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8996,Recycling and Rubbish Collectors,0.17,0.32,Very Low,Low,JSA rates this role with 32% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
8997,Vending Machine Attendants,0.35,0.52,Low,Medium,"JSA rates this role with 52% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
8999,Other Miscellaneous Labourers,0.2,0.41,Very Low,Low,JSA rates this role with 41% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
